semantic_id	authority_id	encoding_id	operands	explicit_reads	explicit_writes	implicit_reads	implicit_writes	ties	destructive_uses	early_clobbers	fixed_roles	overlap_restrictions	register_views	arrangements	lists_lanes	target_owned_operands	memory_kind	memory_range	memory_alignment	addressing	writeback	tag_access	gather_scatter_first_fault	atomicity	exclusives	ordering	progress	control_flow	stack_behavior	architecture	features	execution_level	security_virtualization	streaming_state	other_state_gates	effects	authority_requirements	determinism	faults	target_defined	deprecation
a64:semantic:instruction_form:ldeorlb-32-memop:f21598500ed776fa	a64:instruction_form:ldeorlb-32-memop:f21598500ed776fa	a64:encoding:ldeorlb-32-memop:f21598500ed776fa	rs_value:gpr32|rt_prior:gpr32|rn:address	rs_value|rn	rt_prior	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	wN|wzr|address64|sp	none	none	sp|wzr	normal:atomic-capable:read-modify-write	read=1;write=1	required=1;natural=1;sp_check=formula:sp_alignment_check_if_rn_is_sp	base	none	formula:memory_tagchecked_if_rn_not_sp	none	atomic-read-modify-write:1-byte-range	none	release	single-copy-atomic	fallthrough	preserved:delta=0	Armv8-A	FEAT_LSE	EL0..EL3	any	any	none	atomic	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_not_naturally_aligned|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldeorlh-32-memop:ccd91116847c59e9	a64:instruction_form:ldeorlh-32-memop:ccd91116847c59e9	a64:encoding:ldeorlh-32-memop:ccd91116847c59e9	rs_value:gpr32|rt_prior:gpr32|rn:address	rs_value|rn	rt_prior	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	wN|wzr|address64|sp	none	none	sp|wzr	normal:atomic-capable:read-modify-write	read=2;write=2	required=2;natural=2;sp_check=formula:sp_alignment_check_if_rn_is_sp	base	none	formula:memory_tagchecked_if_rn_not_sp	none	atomic-read-modify-write:2-byte-range	none	release	single-copy-atomic	fallthrough	preserved:delta=0	Armv8-A	FEAT_LSE	EL0..EL3	any	any	none	atomic	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_not_naturally_aligned|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	a64:instruction_form:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	a64:encoding:ldnp-32-ldstnapair-offs:e78b8efe94cbe957	rt:wN|rt2:wN|rn:address|offset:signed_scaled7	rn	rt|rt2	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr;rt2=wt_or_wzr;rt2_31=discarded_write_to_wzr	reject_if:rt==rt2	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read:non-temporal-hint	read0=4@effective_address;read1=4@effective_address+4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_scaled_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	a64:instruction_form:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	a64:encoding:ldnp-64-ldstnapair-offs:b7ec3b6c0f47646b	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn	rt|rt2	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read:non-temporal-hint	read0=8@effective_address;read1=8@effective_address+8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_scaled_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldnp-d-ldstnapair-offs:2d6e061eea678c95	a64:instruction_form:ldnp-d-ldstnapair-offs:2d6e061eea678c95	a64:encoding:ldnp-d-ldstnapair-offs:2d6e061eea678c95	rt:dN|rt2:dN|rn:address|offset:signed_scaled7	rn	rt|rt2	translation_regime|memory_attributes|fp_access_control|streaming_state	none	none	none	none	rn=xn_or_sp;rn31=sp	reject_if:rt==rt2	dN|address64|sp	none	none	sp	translation-selected-normal-or-device:read:non-temporal-hint	read0=8@effective_address;read1=8@effective_address+8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_scaled_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	FEAT_FP	EL0..EL3	any	formula:simd_streaming_gate	none	none	fp_simd_access_enabled	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked|architectural_fault:fp_simd_access_trap	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	a64:instruction_form:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	a64:encoding:ldnp-s-ldstnapair-offs:2398a394ed8c78a2	rt:sN|rt2:sN|rn:address|offset:signed_scaled7	rn	rt|rt2	translation_regime|memory_attributes|fp_access_control|streaming_state	none	none	none	none	rn=xn_or_sp;rn31=sp	reject_if:rt==rt2	sN|address64|sp	none	none	sp	translation-selected-normal-or-device:read:non-temporal-hint	read0=4@effective_address;read1=4@effective_address+4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_scaled_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	FEAT_FP	EL0..EL3	any	formula:simd_streaming_gate	none	none	fp_simd_access_enabled	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked|architectural_fault:fp_simd_access_trap	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldp-64-ldstpair-off:99d67b295cd1ef95	a64:instruction_form:ldp-64-ldstpair-off:99d67b295cd1ef95	a64:encoding:ldp-64-ldstpair-off:99d67b295cd1ef95	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn	rt|rt2	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read0=8@effective_address;read1=8@effective_address+8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_scaled_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldp-64-ldstpair-post:829799c7bf77b94e	a64:instruction_form:ldp-64-ldstpair-post:829799c7bf77b94e	a64:encoding:ldp-64-ldstpair-post:829799c7bf77b94e	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn	rt|rt2|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2;reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read0=8@effective_address;read1=8@effective_address+8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_postindex	after_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldp-64-ldstpair-pre:adfc6f3f5983205a	a64:instruction_form:ldp-64-ldstpair-pre:adfc6f3f5983205a	a64:encoding:ldp-64-ldstpair-pre:adfc6f3f5983205a	rt:xN|rt2:xN|rn:address|offset:signed_scaled7	rn	rt|rt2|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr;rt2=xt_or_xzr;rt2_31=discarded_write_to_xzr	reject_if:rt==rt2;reject_if:rn==rt&&rn!=31;reject_if:rn==rt2&&rn!=31	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read0=8@effective_address;read1=8@effective_address+8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_preindex	before_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	two-element-accesses:not-one-range-atomic	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-32-ldst-immpost:2eeff0141a8797dc	a64:instruction_form:ldr-32-ldst-immpost:2eeff0141a8797dc	a64:encoding:ldr-32-ldst-immpost:2eeff0141a8797dc	rt:wN|rn:address|offset:signed9	rn	rt|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	reject_if:rn==rt&&rn!=31	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read	read=4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_postindex	after_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:4-byte-element	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-32-ldst-immpre:3503af7eadd2beff	a64:instruction_form:ldr-32-ldst-immpre:3503af7eadd2beff	a64:encoding:ldr-32-ldst-immpre:3503af7eadd2beff	rt:wN|rn:address|offset:signed9	rn	rt|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	reject_if:rn==rt&&rn!=31	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read	read=4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_preindex	before_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:4-byte-element	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-32-ldst-pos:5c320da6c1bf8f3a	a64:instruction_form:ldr-32-ldst-pos:5c320da6c1bf8f3a	a64:encoding:ldr-32-ldst-pos:5c320da6c1bf8f3a	rt:wN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read	read=4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:4-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-64-ldst-immpost:c430af593dec66b1	a64:instruction_form:ldr-64-ldst-immpost:c430af593dec66b1	a64:encoding:ldr-64-ldst-immpost:c430af593dec66b1	rt:xN|rn:address|offset:signed9	rn	rt|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	reject_if:rn==rt&&rn!=31	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_postindex	after_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:8-byte-element	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-64-ldst-immpre:7c908eda6d5c8695	a64:instruction_form:ldr-64-ldst-immpre:7c908eda6d5c8695	a64:encoding:ldr-64-ldst-immpre:7c908eda6d5c8695	rt:xN|rn:address|offset:signed9	rn	rt|rn	translation_regime|memory_attributes	none	rn=read_write	rn	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	reject_if:rn==rt&&rn!=31	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+signed_preindex	before_access	formula:memory_tagchecked_if_writeback_or_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:8-byte-element	none	relaxed	immediate	fallthrough	formula:writeback_stack_delta_if_rn_is_sp	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-64-ldst-pos:4df4b55f398640ec	a64:instruction_form:ldr-64-ldst-pos:4df4b55f398640ec	a64:encoding:ldr-64-ldst-pos:4df4b55f398640ec	rt:xN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:8-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-64-ldst-regoff:6141c1e2a926b1f6	a64:instruction_form:ldr-64-ldst-regoff:6141c1e2a926b1f6	a64:encoding:ldr-64-ldst-regoff:6141c1e2a926b1f6	rt:xN|rn:address|rm:gpr64|amount:u1	rn|rm	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;option=lsl_64;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	xN|xzr|address64|xN|xzr|wN|wzr|sp	none	none	sp|xzr|xzr|wzr	translation-selected-normal-or-device:read	read=8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+register_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:8-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-d-ldst-pos:5c5ff06020fcddbb	a64:instruction_form:ldr-d-ldst-pos:5c5ff06020fcddbb	a64:encoding:ldr-d-ldst-pos:5c5ff06020fcddbb	rt:dN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes|fp_access_control|streaming_state	none	none	none	none	rn=xn_or_sp;rn31=sp	none	dN|address64|sp	none	none	sp	translation-selected-normal-or-device:read	read=8	required=1;natural=8;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:8-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	FEAT_FP	EL0..EL3	any	formula:simd_streaming_gate	none	none	fp_simd_access_enabled	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked|architectural_fault:fp_simd_access_trap	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-q-ldst-pos:f31e6ed348a2b260	a64:instruction_form:ldr-q-ldst-pos:f31e6ed348a2b260	a64:encoding:ldr-q-ldst-pos:f31e6ed348a2b260	rt:qN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes|fp_access_control|streaming_state	none	none	none	none	rn=xn_or_sp;rn31=sp	none	qN|address64|sp	none	none	sp	translation-selected-normal-or-device:read	read=16	required=1;natural=16;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	not-guaranteed-single-copy-atomic	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	FEAT_FP	EL0..EL3	any	formula:simd_streaming_gate	none	none	fp_simd_access_enabled	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked|architectural_fault:fp_simd_access_trap	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldr-s-ldst-pos:2d059f42f50281c2	a64:instruction_form:ldr-s-ldst-pos:2d059f42f50281c2	a64:encoding:ldr-s-ldst-pos:2d059f42f50281c2	rt:sN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes|fp_access_control|streaming_state	none	none	none	none	rn=xn_or_sp;rn31=sp	none	sN|address64|sp	none	none	sp	translation-selected-normal-or-device:read	read=4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:4-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	FEAT_FP	EL0..EL3	any	formula:simd_streaming_gate	none	none	fp_simd_access_enabled	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked|architectural_fault:fp_simd_access_trap	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrb-32-ldst-pos:09268d27ac751060	a64:instruction_form:ldrb-32-ldst-pos:09268d27ac751060	a64:encoding:ldrb-32-ldst-pos:09268d27ac751060	rt:wN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read	read=1	required=1;natural=1;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:1-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrb-32bl-ldst-regoff:dcd523e5380f1316	a64:instruction_form:ldrb-32bl-ldst-regoff:dcd523e5380f1316	a64:encoding:ldrb-32bl-ldst-regoff:dcd523e5380f1316	rt:wN|rn:address|rm:gpr64|amount:u1	rn|rm	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;option=lsl_64;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	wN|wzr|address64|xN|xzr|sp	none	none	sp|wzr|xzr	translation-selected-normal-or-device:read	read=1	required=1;natural=1;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+register_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:1-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrh-32-ldst-pos:5625f6973ef917f3	a64:instruction_form:ldrh-32-ldst-pos:5625f6973ef917f3	a64:encoding:ldrh-32-ldst-pos:5625f6973ef917f3	rt:wN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=wt_or_wzr;rt31=discarded_write_to_wzr	none	wN|wzr|address64|sp	none	none	sp|wzr	translation-selected-normal-or-device:read	read=2	required=1;natural=2;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:2-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	a64:instruction_form:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	a64:encoding:ldrsb-64-ldst-pos:9cbc9f3a52da7fbe	rt:xN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=1	required=1;natural=1;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:1-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	a64:instruction_form:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	a64:encoding:ldrsh-64-ldst-pos:05551dc6ee7c0aeb	rt:xN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=2	required=1;natural=2;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:2-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
a64:semantic:instruction_form:ldrsw-64-ldst-pos:a320435bd3801acf	a64:instruction_form:ldrsw-64-ldst-pos:a320435bd3801acf	a64:encoding:ldrsw-64-ldst-pos:a320435bd3801acf	rt:xN|rn:address|offset:scaled_unsigned12	rn	rt	translation_regime|memory_attributes	none	none	none	none	rn=xn_or_sp;rn31=sp;rt=xt_or_xzr;rt31=discarded_write_to_xzr	none	xN|xzr|address64|sp	none	none	sp|xzr	translation-selected-normal-or-device:read	read=4	required=1;natural=4;sp_check=formula:sp_alignment_check_if_rn_is_sp	base+scaled_unsigned_offset	none	formula:memory_tagchecked_if_rn_not_sp	none	single-copy-atomic-if-naturally-aligned:4-byte-element	none	relaxed	immediate	fallthrough	preserved:delta=0	Armv8-A	base	EL0..EL3	any	any	none	none	none	deterministic	architectural_fault:data_abort|architectural_fault:alignment_if_required_by_sctlr_or_memory_type|architectural_fault:sp_alignment_if_rn_is_sp_and_enabled|architectural_fault:tag_check_if_tagchecked	none	removed_if_authority_deprecates
